,question,answer,ground_truth,contexts,quadro
102,"No episódio 'novinho', quem é o personagem principal da história?",Não há informação suficiente no episódio.,A Carol,"['Carol com 35 anos no outro dia o fígado… [risos] — Ê, Carol… [risos] —', 'Eu amo… Pode continuar me marcando. —', 'Sei lá…', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]']",../perguntas/pimenta-no-dos-outros-perguntas.json
103,"No episódio 'novinho', o que aconteceu na primeira noite da Carol com o novinho?",Não há informação suficiente no episódio.,"Eles transaram, mas o novinho brochou","['PôneiChips? Chips é marca ou tipo de batata? Enfim, batatinha frita de pacotinho — e biscoito recheado. — Que aqui em São Paulo falamos “bolacha recheada” —  Uma bolacha recheada, bem coisa de jovem, né? Carol com 35 anos no outro dia o fígado… [risos] — Ê, Carol… [risos] —', 'Sei lá…', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'risos] Já da uma quebrada… [risos] E aí ele começou a falar com a Carol em inglês e ela falou: “Bom, deixa pra lá, ele é muito gato, eu vou relevar”. [ risos] — Ê, Carol… [risos] —']",../perguntas/pimenta-no-dos-outros-perguntas.json
104,"No episódio 'novinho', por que o novinho culpou a Carol pela brochada?",Não há informação suficiente no episódio.,"Ele culpou a Carol pela falta de abraço e conectividade, além de culpar o signo de Câncer","['Eu amo… Pode continuar me marcando. —', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'PôneiChips? Chips é marca ou tipo de batata? Enfim, batatinha frita de pacotinho — e biscoito recheado. — Que aqui em São Paulo falamos “bolacha recheada” —  Uma bolacha recheada, bem coisa de jovem, né? Carol com 35 anos no outro dia o fígado… [risos] — Ê, Carol… [risos] —', 'risos] Já da uma quebrada… [risos] E aí ele começou a falar com a Carol em inglês e ela falou: “Bom, deixa pra lá, ele é muito gato, eu vou relevar”. [ risos] — Ê, Carol… [risos] —']",../perguntas/pimenta-no-dos-outros-perguntas.json
105,"No episódio 'ajoelhou tem que rezar', quem era o amigo de Melissa que ela confidenciou sobre a traição?",O amigo de Melissa que ela confidenciou sobre a traição era o Henrique.,Henrique,"['Isso que importa. Um beijo, tchau… [risos] Meu senhor…', 'risos]', 'E eu não sei, o ouvido dá uma tapada, né? — Ela ouviu, assim, baixo, um choro… [Déia imita som de choro] E junto com o choro, parecia que tinha uma pequena canção…', 'Extremamente religioso. — E Melissa namorando… — Então eles eram só amigos, assim, não rolava nem um clima, nada.— E aí Melissa acabou mudando de firma, mas continuou com essa amizade com o Henrique. E, depois de um certo tempo, Melissa descobriu que aquele namorado que ela tanto amava, que ela tanto era fiel, tinha botado aí um chifre nela. Melissa resolveu terminar esse relacionamento e foi lá contar pro Henrique, que estava chateada, que pegou uma traição e nã nã nã.']",../perguntas/pimenta-no-dos-outros-perguntas.json
106,"No episódio 'ajoelhou tem que rezar', o que Melissa ouviu enquanto estava fazendo oral em Henrique no motel?",Ela ouviu um choro baixo e uma pequena canção.,Um choro e uma canção religiosa,"['E eu não sei, o ouvido dá uma tapada, né? — Ela ouviu, assim, baixo, um choro… [Déia imita som de choro] E junto com o choro, parecia que tinha uma pequena canção…', 'risos]', 'Extremamente religioso. — E Melissa namorando… — Então eles eram só amigos, assim, não rolava nem um clima, nada.— E aí Melissa acabou mudando de firma, mas continuou com essa amizade com o Henrique. E, depois de um certo tempo, Melissa descobriu que aquele namorado que ela tanto amava, que ela tanto era fiel, tinha botado aí um chifre nela. Melissa resolveu terminar esse relacionamento e foi lá contar pro Henrique, que estava chateada, que pegou uma traição e nã nã nã.', 'Isso que importa. Um beijo, tchau… [risos] Meu senhor…']",../perguntas/pimenta-no-dos-outros-perguntas.json
107,"No episódio 'ajoelhou tem que rezar', quem Henrique se casou no final da história?",Henrique se casou com outra moça da sua religião.,Uma moça da sua religião,"['Foi tudo ótimo e não teve oração… [risos] Teve pau duro, teve gente ajoelhada, porque, né? [ risos] Faz parte, mas não teve aí oração, né? Mas o Henrique foi aí o cara que ajoelhou e rezou… [risos] Ajoelhou tem que rezar. [ risos] E o Henrique chorou, rezou, mas no final deu tudo certo. Hoje Henrique é casado com outra moça aí da sua religião e tal, até convidou Melissa pro casamento… São amigos, né?', 'E eu não sei, o ouvido dá uma tapada, né? — Ela ouviu, assim, baixo, um choro… [Déia imita som de choro] E junto com o choro, parecia que tinha uma pequena canção…', 'Espero que tenha valido a pena ter esperado o amigo Henrique, que infelizmente perdeu um tempo com a moça que não esperou ele, mas que bom que agora deu tudo certo para você e pra ele. Você experimentou… E ajoelhou realmente tem que rezar. Um beijo e tudo de melhor.', 'risos]']",../perguntas/pimenta-no-dos-outros-perguntas.json
108,"No episódio 'grandes lábios', quem é a Isis?",Não há informação suficiente no episódio.,A Isis é a mulher que estava em um relacionamento sério de 10 anos e decidiu se separar e voltar ao mercado de relacionamentos.,"['risos] Bom, enquanto isso, enquanto você ouve a história, você pode navegar aí no site da Pantynova: pantynova.com. E hoje eu vou contar para vocês a história da Isis. — Ê, Isis… [risos] — Então vamos lá, vamos de história.', 'Um beijo, Isis.', 'risos] — Não foi a melhor das estrelas, mas foi engraçado, né? — Então, olha aí… O excesso de enxaguante bucal. Ainda mais que você começa a sentir que está ardendo, gente, já para, entendeu? [ risos] Não insiste no negócio.', 'risos] Ai, bom demais… Ainda tem muitas bocas ai para você beijar e sucesso nessa vida agora de solteira, manda ver. [ risos] Ai meu Deus, obrigada pelas risadas, amo vocês… Beijão.']",../perguntas/pimenta-no-dos-outros-perguntas.json
109,"No episódio 'grandes lábios', o que aconteceu com a boca de Isis durante a transa com Marcelo?",Ela recebeu um beijo maravilhoso de Marcelo.,A boca de Isis inchou muito devido a uma reação alérgica ao enxaguante bucal e à fricção dos beijos.,"['E, nossa, o Marcelo tinha um beijo maravilhoso, assim, incrível… A Isis tava no céu.', 'risos] Bom, enquanto isso, enquanto você ouve a história, você pode navegar aí no site da Pantynova: pantynova.com. E hoje eu vou contar para vocês a história da Isis. — Ê, Isis… [risos] — Então vamos lá, vamos de história.', 'Um beijo, Isis.', 'efeito sonoro de disparo de câmera]']",../perguntas/pimenta-no-dos-outros-perguntas.json
110,"No episódio 'grandes lábios', por que Marcelo bloqueou a Isis após a transa?",Não há informação suficiente no episódio.,Marcelo bloqueou a Isis porque pensou que ela estava com alguma doença ou infecção devido ao inchaço da boca.,"['Um beijo, Isis.', 'A Kinga é a máquina de vibradores da Pantynova. [ risos]', 'A Isis botou o filme lá, mas quem que viu o filme? Minutos depois eles já estavam ali na pegação. E, nossa, o Marcelo tinha um beijo maravilhoso, assim, incrível… A Isis tava no céu.', 'risos] Bom, enquanto isso, enquanto você ouve a história, você pode navegar aí no site da Pantynova: pantynova.com. E hoje eu vou contar para vocês a história da Isis. — Ê, Isis… [risos] — Então vamos lá, vamos de história.']",../perguntas/pimenta-no-dos-outros-perguntas.json
111,"No episódio 'nhac', quem era o cara que o Bento conheceu no aplicativo de relacionamento?",O cara que o Bento conheceu no aplicativo de relacionamento era o Bruno.,"Bruno, um fazendeiro rico e educado.","['risos] ele tava assim: [efeito sonoro de aspirador de pó] e muito estranho, uma sucção muito forte, parecia realmente um aspirador… Quando do nada, depois dessas piração toda, de repente, Bruno vai e “nhac”, mordeu o cu de Bento… Bento, que estava ali preparado para uma próxima etapa, talvez uma penetração, algo mais dentro do esperado, sentiu um “nhac”, uma mordidinha no seu cu… Ele nem sabia que dava para se morder um cu. — Eu também não sabia, vocês sabiam? [ risos] —', 'Essa é a história do nosso amigo Bento, não deu certo… Ele achou que ia ter, como ele disse, uma vida de madame, mas o preço seria alto demais aí, um sexo ruim… Então ele deixou pra lá. — E vida que segue. [ risos] —', 'Já se preparou para curtir ali a vibe. — E Bruno começou… E beija esse cu e lambe esse cu e, assim, tava… Começou bem, mas depois o Bento não sabia distinguir muito, assim, se ele tava gostando ou se tava estranho… Porque ele sentia uma língua meio dura, uma coisa esquisita ali passando no fiofó de Bento enquanto o Bruno tava ali com a boca.', 'e aí ele acordou ali… — Isso era de madrugada, ele acordou de manhã, arrumou as coisas dele, se trocou e foi embora. — E aí quando ele estava saindo, o Bruno falou: “Quando a gente vai se encontrar de novo? Eu amei”, tipo, apaixonado mesmo. E aí o Bento respondeu aquilo que dava para responder: “A gente a gente vai se falando”, [risos] “a gente combina”. Que significa? “']",../perguntas/pimenta-no-dos-outros-perguntas.json
112,"No episódio 'nhac', o que foi que surpreendeu o Bento durante a relação com Bruno?",O que surpreendeu o Bento durante a relação com Bruno foi uma mordidinha no seu cu.,Uma mordida no seu cu.,"['risos] ele tava assim: [efeito sonoro de aspirador de pó] e muito estranho, uma sucção muito forte, parecia realmente um aspirador… Quando do nada, depois dessas piração toda, de repente, Bruno vai e “nhac”, mordeu o cu de Bento… Bento, que estava ali preparado para uma próxima etapa, talvez uma penetração, algo mais dentro do esperado, sentiu um “nhac”, uma mordidinha no seu cu… Ele nem sabia que dava para se morder um cu. — Eu também não sabia, vocês sabiam? [ risos] —', 'Essa é a história do nosso amigo Bento, não deu certo… Ele achou que ia ter, como ele disse, uma vida de madame, mas o preço seria alto demais aí, um sexo ruim… Então ele deixou pra lá. — E vida que segue. [ risos] —', 'Acho que, de repente, assim, pra quem estava na vibe alma gêmea, de repente, no segundo ou terceiro encontro, depois de algumas outras garrafas de espumante o sexo podia acabar ficando bom em algum momento. [ riso] Beijo.', 'Não foi bom… Nosso encontro não foi bom, o sexo não foi bom, foi péssimo. Então cada um segue o seu caminho, né? Não rolou” e só aí então o Bruno deixou pra lá e ficou chateado e tal, acabou bloqueando aí o Bento em todas as redes.']",../perguntas/pimenta-no-dos-outros-perguntas.json
113,"No episódio 'nhac', o que Bruno disse que iria fazer com o Bento após o encontro?",Não há informação suficiente no episódio.,Levar o Bento para conhecer o mundo.,"['Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'risos] ele tava assim: [efeito sonoro de aspirador de pó] e muito estranho, uma sucção muito forte, parecia realmente um aspirador… Quando do nada, depois dessas piração toda, de repente, Bruno vai e “nhac”, mordeu o cu de Bento… Bento, que estava ali preparado para uma próxima etapa, talvez uma penetração, algo mais dentro do esperado, sentiu um “nhac”, uma mordidinha no seu cu… Ele nem sabia que dava para se morder um cu. — Eu também não sabia, vocês sabiam? [ risos] —', '[vinheta] Hum, Pimenta… No dos Outros. [ vinheta]', 'Essa é a história do nosso amigo Bento, não deu certo… Ele achou que ia ter, como ele disse, uma vida de madame, mas o preço seria alto demais aí, um sexo ruim… Então ele deixou pra lá. — E vida que segue. [ risos] —']",../perguntas/pimenta-no-dos-outros-perguntas.json
114,"No episódio 'flup', quem é a convidada do episódio?",Não há informação suficiente no episódio.,Pantynova,"['Então, entra no site, navega, tem artigos importantes, tem produtos acessíveis, produtos incríveis, vai lá…', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'Como diz a Déia: Deus me livre…', 'E aí ela ficou sabendo que ela estava com um jogador de futebol do time ali, que tinha sido contratado pelo time da cidade. Juninho Teixeira.']",../perguntas/pimenta-no-dos-outros-perguntas.json
115,"No episódio 'flup', o que Flávia descobriu que Juninho fazia?",Não há informação suficiente no episódio.,Jogador de futebol,"['Então, entra no site, navega, tem artigos importantes, tem produtos acessíveis, produtos incríveis, vai lá…', 'Como diz a Déia: Deus me livre…', 'Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'E eu sou de uma cidade pequena também e isso se espalhou para a cidade inteira. Eu identifico a Flávia, sim, cidade pequena tem que tomar cuidado, mas eu ia virar meme porque não ia ter essa tranquilidade de ficar agachada, não. Tchauzinho, gente, obrigada.']",../perguntas/pimenta-no-dos-outros-perguntas.json
116,"No episódio 'flup', o que Flávia sentiu quando o plug anal entrou no seu corpo?",Não há informação suficiente no episódio.,"Nada, ela não sentiu nada","['Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'E aí ela ficou sabendo que ela estava com um jogador de futebol do time ali, que tinha sido contratado pelo time da cidade. Juninho Teixeira.', '[vinheta] Hum, Pimenta… No dos Outros. [ vinheta]', 'Como diz a Déia: Deus me livre…']",../perguntas/pimenta-no-dos-outros-perguntas.json
117,"No episódio 'gerson', qual é o nome do convidado da Pantynova?",Não há informação suficiente no episódio.,Pantynova,"['risos] — Gerson é dos meus, assim, tímido… —', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.', 'Não, é duríssimo e ele goza todas as vezes. — Tipo, até esvaziar o negócio. [ risos] —', 'Precisa ter aí um condicionamento físico pra acompanhar Gerson.']",../perguntas/pimenta-no-dos-outros-perguntas.json
118,"No episódio 'gerson', como era a personalidade do Gerson?",Ele é tímido.,"divertido, simpático e habilidoso","['risos] — Gerson é dos meus, assim, tímido… —', 'Não, é duríssimo e ele goza todas as vezes. — Tipo, até esvaziar o negócio. [ risos] —', 'Precisa ter aí um condicionamento físico pra acompanhar Gerson.', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.']",../perguntas/pimenta-no-dos-outros-perguntas.json
119,"No episódio 'gerson', o que Gerson fez quando o telefone do quarto do motel quebrou?",Não há informação suficiente no episódio.,Consertou o telefone para pedir camisinha para continuar transando com Valéria,"['risos] — Gerson é dos meus, assim, tímido… —', '[vinheta] Hum, Pimenta… No dos Outros. [ vinheta]', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.', 'Precisa ter aí um condicionamento físico pra acompanhar Gerson.']",../perguntas/pimenta-no-dos-outros-perguntas.json
120,"No episódio 'performance', quem é a personagem principal da história contada?","No episódio, a personagem principal da história contada é o Joselito.",Mari,"['Joselito atrás dela, penetrou e com o dedão e o dedo ele pegou o mamilo de Mari. — Dá pra entender? —', 'Olha só… Super requisitado o Joselito. — E já no caminho ele já foi mandando mensagens para Mari. — Então ele ficou interessado mesmo, né? —', 'O seu próprio nome… Joselito. [ risos] — Então, né? Se um dia ele esquecesse quem ele era, era só para olhar para o quadril que ele falava: “Ah, eu sou o Joselito”. [ risos] — Ele tinha o próprio nome dele tatuado no corpo…', 'risos] — Amo… [risos] Ué o Joselito tem uma auto estima ótima, errado não tá, né? — E aí ele anotou o telefone da Mari e saiu correndo porque ele ia para outra balada fazer outro show. — Olha só… Super requisitado o Joselito. — E já no caminho ele já foi mandando mensagens para Mari. — Então ele ficou interessado mesmo, né? —']",../perguntas/pimenta-no-dos-outros-perguntas.json
121,"No episódio 'performance', o que Joselito fazia em seu show de striptease?",Não há informação suficiente no episódio.,Dançava erótica e chamava mulheres para dançar com ele,"['Então ele ficou interessado mesmo, né? —', 'O seu próprio nome… Joselito. [ risos] — Então, né? Se um dia ele esquecesse quem ele era, era só para olhar para o quadril que ele falava: “Ah, eu sou o Joselito”. [ risos] — Ele tinha o próprio nome dele tatuado no corpo…', 'Joselito atrás dela, penetrou e com o dedão e o dedo ele pegou o mamilo de Mari. — Dá pra entender? —', 'Olha só… Super requisitado o Joselito. — E já no caminho ele já foi mandando mensagens para Mari. — Então ele ficou interessado mesmo, né? —']",../perguntas/pimenta-no-dos-outros-perguntas.json
122,"No episódio 'performance', como era o apartamento de Joselito?",Não há informação suficiente no episódio.,"Um lugar com pôsteres e fotos de Joselito pelado, besuntado de óleo, e com uma penumbra e clima sexy","['O seu próprio nome… Joselito. [ risos] — Então, né? Se um dia ele esquecesse quem ele era, era só para olhar para o quadril que ele falava: “Ah, eu sou o Joselito”. [ risos] — Ele tinha o próprio nome dele tatuado no corpo…', 'Joselito atrás dela, penetrou e com o dedão e o dedo ele pegou o mamilo de Mari. — Dá pra entender? —', 'risos] — Amo… [risos] Ué o Joselito tem uma auto estima ótima, errado não tá, né? — E aí ele anotou o telefone da Mari e saiu correndo porque ele ia para outra balada fazer outro show. — Olha só… Super requisitado o Joselito. — E já no caminho ele já foi mandando mensagens para Mari. — Então ele ficou interessado mesmo, né? —', 'Olha só… Super requisitado o Joselito. — E já no caminho ele já foi mandando mensagens para Mari. — Então ele ficou interessado mesmo, né? —']",../perguntas/pimenta-no-dos-outros-perguntas.json
123,"No episódio 'seco', quem é a personagem principal da história contada?",Não há informação suficiente no episódio.,Thalita,"['E aí ele ficou tão constrangido que ele ficou em silêncio…', 'Júlio foi dramático, né? Foi dramático… Um dedinho ali, uma pontinha seca e uma unha… —', 'Então, eu acho que é um assunto que a gente pode conversar. [ risos] Eu quero ouvir a opinião de vocês.', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.']",../perguntas/pimenta-no-dos-outros-perguntas.json
124,"No episódio 'seco', o que Thalita fazia com os aplicativos de relacionamento na Espanha?",Não há informação suficiente no episódio.,Ela os usava para sair com caras só pra comer,"['E aí ele ficou tão constrangido que ele ficou em silêncio…', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.', 'Júlio foi dramático, né? Foi dramático… Um dedinho ali, uma pontinha seca e uma unha… —', 'Mas isso acontece, gente, né? Se você está preparado para falar “eu te amo” pra alguém, pode ser que a outra pessoa também goste de você, mas não esteja ainda preparada pra falar: “Eu te amo”, né? Eu acho que isso não significa tanto, pelo menos pra mim assim… Falar: “Ah, eu te amo”, eu acho que tem outras formas de demonstrar, enfim… Mas a aí Thalita já ficou meio assim, né? Poxa… Ela falou eu te amo e o cara respondeu “muy bien”. [ risos] —']",../perguntas/pimenta-no-dos-outros-perguntas.json
125,"No episódio 'seco', por que Júlio não quis mais continuar o relacionamento com Thalita?",Não há informação suficiente no episódio.,Por causa da sensação de vazio que ele sentiu após Thalita enfiar o dedo no seu cu,"['E aí ele ficou tão constrangido que ele ficou em silêncio…', 'Era só umas ficadas sexuais. — E a Thalita queria entender por que será que Júlio ficou tão bolado aí com essa ponta de dedo no cu, né? — Que eu acho que foi mais do que só o dedo estar seco e a unha, eu acho que tem umas questões maiores, talvez… Não sei. Ou talvez só também dedo de navalha ali de Thalita, né? Não lubrificou, não deu amaciada ali naquele cu, nada, e já foi direto com o dedo… Como se fosse estivesse furando, assim, um bolo, Thalita? [', 'Mas isso acontece, gente, né? Se você está preparado para falar “eu te amo” pra alguém, pode ser que a outra pessoa também goste de você, mas não esteja ainda preparada pra falar: “Eu te amo”, né? Eu acho que isso não significa tanto, pelo menos pra mim assim… Falar: “Ah, eu te amo”, eu acho que tem outras formas de demonstrar, enfim… Mas a aí Thalita já ficou meio assim, né? Poxa… Ela falou eu te amo e o cara respondeu “muy bien”. [ risos] —', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.']",../perguntas/pimenta-no-dos-outros-perguntas.json
126,"No episódio 'parabéns, jonas', quem é a personagem principal da história?",Não há informação suficiente no episódio.,Telma,"['Aqui, compartilha o telefone do Jonas com nós? [ risos] Um beijo…', 'risos] — Aí é aquela coisa, né? Quem quer arruma tempo. [ risos] —', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.', 'Porque parabéns, Jonas, é isso… [risos] Eu amei essa história. [ risos]']",../perguntas/pimenta-no-dos-outros-perguntas.json
127,"No episódio 'parabéns, jonas', o que Telma descobriu sobre Jonas em seu primeiro encontro?",Não há informação suficiente no episódio.,Que Jonas tinha um pau muito grande e grosso.,"['Aqui, compartilha o telefone do Jonas com nós? [ risos] Um beijo…', 'Parabéns, Jonas. [ risos] [efeito sonoro de palmas] Eu acho que eu vou pôr o nome dessa história de “Parabéns, Jonas”. Porque parabéns, Jonas, é isso… [risos] Eu amei essa história. [ risos]', 'E o cara, gente, ele era excelente, ótimo de verdade.', 'risos] — Aí é aquela coisa, né? Quem quer arruma tempo. [ risos] —']",../perguntas/pimenta-no-dos-outros-perguntas.json
128,"No episódio 'parabéns, jonas', o que aconteceu com Telma após o encontro com Jonas no motel?",Não há informação suficiente no episódio.,Ela ficou três dias assada e parecia ter mexido nos órgãos internos de Telma.,"['risos] —', 'Parabéns, Jonas. [ risos] [efeito sonoro de palmas] Eu acho que eu vou pôr o nome dessa história de “Parabéns, Jonas”. Porque parabéns, Jonas, é isso… [risos] Eu amei essa história. [ risos]', 'risos] — Aí é aquela coisa, né? Quem quer arruma tempo. [ risos] —', 'Está na chuva, vamos se molhar. O corpo vai adaptar. Lavou tá novo, aqui é elástico… Qualquer coisa também depois aperta, costura e fica novo, né? Eu acho que vale, viu? Pensar aí em Jonas.']",../perguntas/pimenta-no-dos-outros-perguntas.json
129,"No episódio 'bola 7', quem é o personagem principal da história?",O personagem principal da história é o Fausto.,Fausto,"['Vamos deixar assim, vamo cada um ficar na sua…”. [ risos] Ângela ficou traumatizada…', 'O Fausto na hora já estava ponto de bala. —', 'Hoje eu vou contar para vocês a história do Fausto. — Ê, Fausto… — Então vamos lá, vamos de histórias.', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.']",../perguntas/pimenta-no-dos-outros-perguntas.json
130,"No episódio 'bola 7', o que aconteceu com o pau do Fausto?",Não há informação suficiente no episódio.,Fraturou,"['O Fausto na hora já estava ponto de bala. —', 'Vamos deixar assim, vamo cada um ficar na sua…”. [ risos] Ângela ficou traumatizada…', 'Hoje eu vou contar para vocês a história do Fausto. — Ê, Fausto… — Então vamos lá, vamos de histórias.', '[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize.']",../perguntas/pimenta-no-dos-outros-perguntas.json
131,"No episódio 'bola 7', quem ajudou o Fausto a se levantar e ir para o pronto socorro?",Não há informação suficiente no episódio.,Seu Elias,"['O Fausto na hora já estava ponto de bala. —', 'Vamos deixar assim, vamo cada um ficar na sua…”. [ risos] Ângela ficou traumatizada…', 'O certo é ruptura e tal, mas já ficou tão falado de fratura que hoje em dia todo mundo fala “fratura de pau”, “quebrou o pau”. Então, nesse sentido, quebrou o pau não de briga, quebrou o pau em… [risos] Enfim, vocês entenderam.', 'Um beijo, mais cuidado da próxima vez, Fausto.']",../perguntas/pimenta-no-dos-outros-perguntas.json
132,"No episódio 'macarronada', quem é o personagem principal da história contada no episódio?",O personagem principal da história contada no episódio é o Rui.,O Rui,"['E hoje eu vou contar pra vocês a história do Rui. Então vamos lá, vamos de história.', 'Ele foi lá, pegou um papel, tentou puxar. Não conseguia puxar…', 'Vamos. [ risos] — Vamos sim, vamos traumatizar. [ risos] — Mas é necessário. Fica aqui até o final, que tempo cupom, tem aí pessoal da área médica falando no final… Tem tudo. E hoje eu vou contar pra vocês a história do Rui.', 'E eles voltaram a sair e ficaram juntos um tempo… [risos] O Rui falou que sempre é meio tenso, assim, porque ele ficava… [risos] Ele ficava olhando depois pra ver se não saía nenhum bicho junto. [ risos] — Fica o trauma, né? —']",../perguntas/pimenta-no-dos-outros-perguntas.json
133,"No episódio 'macarronada', qual foi o problema de saúde do Ricardo?",Não há informação suficiente no episódio.,Ele estava com lombrigas no intestino e precisou operar para remover um bolo de lombrigas,"['Aí o nosso amigo Ricardo teve esse problema e acabou, por alguns motivos, não procurando atendimento médico.', 'Ele foi lá, pegou um papel, tentou puxar. Não conseguia puxar…', 'E hoje eu vou contar pra vocês a história do Rui. Então vamos lá, vamos de história.', 'Vamos. [ risos] — Vamos sim, vamos traumatizar. [ risos] — Mas é necessário. Fica aqui até o final, que tempo cupom, tem aí pessoal da área médica falando no final… Tem tudo. E hoje eu vou contar pra vocês a história do Rui.']",../perguntas/pimenta-no-dos-outros-perguntas.json
134,"No episódio 'macarronada', o que é necessário para evitar a contaminação por lombrigas?",Não há informação suficiente no episódio.,Higiene básica e lavagem adequada de alimentos,"['Ele foi lá, pegou um papel, tentou puxar. Não conseguia puxar…', 'E eles voltaram a sair e ficaram juntos um tempo… [risos] O Rui falou que sempre é meio tenso, assim, porque ele ficava… [risos] Ele ficava olhando depois pra ver se não saía nenhum bicho junto. [ risos] — Fica o trauma, né? —', 'Vamos. [ risos] — Vamos sim, vamos traumatizar. [ risos] — Mas é necessário. Fica aqui até o final, que tempo cupom, tem aí pessoal da área médica falando no final… Tem tudo. E hoje eu vou contar pra vocês a história do Rui.', 'E hoje eu vou contar pra vocês a história do Rui. Então vamos lá, vamos de história.']",../perguntas/pimenta-no-dos-outros-perguntas.json
135,"No episódio 'helinho', quem é a personagem principal da história?",A personagem principal da história é Sabrina.,Sabrina,"['[vinheta] Pimenta no dos Outros é mais um quadro do canal Não Inviabilize. [ vinheta]', 'risos] E é isso, um cheiro, pessoal…', 'Um beijo, gente, e eu volto em breve. Um beijo, Helinho, [risos] especial pra você.', 'efeito sonoro de crianças contentes] E hoje eu vou contar pra vocês a história da Sabrina. Então vamos lá, vamos de história.']",../perguntas/pimenta-no-dos-outros-perguntas.json
136,"No episódio 'helinho', qual é o nome do cachorro do Gerson?",O nome do cachorro do Gerson é o Helinho.,Helinho,"['risos] E é isso, um cheiro, pessoal…', 'Um beijo, gente, e eu volto em breve. Um beijo, Helinho, [risos] especial pra você.', 'efeito sonoro de crianças contentes] E hoje eu vou contar pra vocês a história da Sabrina. Então vamos lá, vamos de história.', 'E aí ela foi conhecer o Helinho… — Quem era o Helinho? [ risos] — O Helinho era o mini pinscher do Gerson… [risos] Um micro cãozinho, que cabia na palma da mão. Imagine aquele cara de dois metros, fortão, com um mini pinscher numa coleirinha e uma guiazinha.']",../perguntas/pimenta-no-dos-outros-perguntas.json
137,"No episódio 'helinho', por que a Sabrina ficou surpresa com a casa do Gerson?",Não há informação suficiente no episódio.,Porque a casa do Gerson era muito delicada e ajeitadinha,"['risos] E é isso, um cheiro, pessoal…', 'E era, assim, o número da nossa amiga Sabrina, falou: “esse é meu número”. Eles começaram a conversar, [efeito sonoro de mensagem no WhatsApp] tinham várias afinidades assim e marcaram uma cerveja… Se encontraram e teve aquela química, conversaram bastante, até se beijaram… Só que o cara foi super, assim, educado, super cavalheiro… Botou ela ali num carro e falou: “Olha, hoje a gente já se encontrou e nã nã nã, vai pra sua casa em segurança, um beijo e nã nã nã”.', 'Sei lá… A gente fica imaginando e meio que a gente estereotipada também, né? Porque a gente já pensa que ele tinha um cachorrão, sei lá, e ele tinha um mini pinscher, eu achei maravilhoso. [ risos]', 'E aí ela foi conhecer o Helinho… — Quem era o Helinho? [ risos] — O Helinho era o mini pinscher do Gerson… [risos] Um micro cãozinho, que cabia na palma da mão. Imagine aquele cara de dois metros, fortão, com um mini pinscher numa coleirinha e uma guiazinha.']",../perguntas/pimenta-no-dos-outros-perguntas.json
138,"No episódio 'dupla', quem é o ""pau amigo"" de Stephanie?",Não há informação suficiente no episódio.,"Jefferson, o amigo com quem ela transa.","['Já pensou a cara? De ter que explicar a situação? [ risos] Gente… Usa um maiorzinho, não faz isso, não, que cê perde… Aloka… Adorei, adorei. Um beijo, gente.', 'E aí, nossa… Ufa, Alívio, eles foram tomar um banho comemorando que deu tudo certo… [efeito sonoro de registro sendo aberto e água caindo] E Stephanie me escorrega no banheiro e tem um tombo… — Mas um tombo… [risos] Digo de PS.', 'Essa dupla penetração, né? Então, o Jefferson ali no anal enquanto esse bullet aí era introduzido na vagina de Stephanie… —', 'Vamo pros finalmente. — Eles começaram… Resolveram começar ali com um dildo, que a Stephanie tem de dezoito centímetros.']",../perguntas/pimenta-no-dos-outros-perguntas.json
